City_ID,City,Lat,Lng,Max Temp,Max Temp (c),Humidity,Cloudiness,Wind Speed,Country,Date
480,turinsk,58.0458,63.696,269.77,-3.3799999999999955,94,100,4.07,RU,1674818817
481,adrar,20.5022,-10.0711,291.07,17.920000000000016,17,67,5.39,MR,1674818817
482,rivadavia,-33.1905,-68.4608,294.62,21.470000000000027,65,43,6.83,AR,1674818817
483,ahome,25.9167,-109.1833,287.76,14.610000000000014,73,100,3.95,MX,1674818818
484,puerto baquerizo moreno,-0.9,-89.6,296.75,23.600000000000023,88,10,2.56,EC,1674818818
485,den helder,52.9599,4.7593,278.14,4.990000000000009,72,100,6.26,NL,1674818818
486,new port richey,28.2442,-82.7193,284.8,11.650000000000034,78,5,0.89,US,1674818819
487,mayo,38.8876,-76.5119,276.47,3.32000000000005,70,0,3.6,US,1674818819
488,teguldet,57.3064,88.1667,264.68,-8.46999999999997,92,100,5.9,RU,1674818820
489,tigre,-34.426,-58.5796,294.15,21.0,94,100,6.17,AR,1674818820
490,vestmannaeyjar,63.4427,-20.2734,275.7,2.5500000000000114,75,40,18.01,IS,1674818821
491,birao,10.2849,22.7882,309.71,36.56,6,7,4.71,CF,1674818821
492,selfoss,63.9331,-20.9971,274.84,1.6899999999999977,65,61,14.01,IS,1674818822
493,moron,-34.6534,-58.6198,294.01,20.860000000000014,62,85,1.95,AR,1674818822
494,verkhnevilyuysk,63.4453,120.3167,229.2,-43.94999999999999,100,40,1.08,RU,1674818823
495,jiaozuo,35.2397,113.2331,274.16,1.0100000000000477,15,0,5.86,CN,1674818824
496,raudeberg,61.9875,5.1352,277.57,4.420000000000016,71,100,12.75,NO,1674818824
497,felanitx,39.4696,3.1483,280.9,7.75,71,38,2.76,ES,1674818824
498,guiratinga,-16.3494,-53.7583,295.05,21.900000000000034,94,100,2.78,BR,1674818825
499,kazachinskoye,57.6953,93.2761,265.88,-7.269999999999982,91,100,5.72,RU,1674818825
500,shingu,33.7333,135.9833,276.97,3.82000000000005,78,47,6.54,JP,1674818826
501,taoudenni,22.6783,-3.9836,289.37,16.220000000000027,17,0,3.92,ML,1674818826
502,amas,7.0569,124.9839,297.09,23.939999999999998,93,99,1.36,PH,1674818826
503,jalu,29.0331,21.5482,293.04,19.890000000000043,25,83,1.64,LY,1674818827
504,puerto cabezas,14.0351,-83.3888,297.01,23.860000000000014,80,96,4.7,NI,1674818827
505,kamina,-8.7386,24.9906,296.13,22.980000000000018,80,80,1.84,CD,1674818828
506,narwar,25.65,77.9,293.39,20.24000000000001,30,0,3.94,IN,1674818829
507,mecca,21.4267,39.8261,300.72,27.57000000000005,37,0,3.87,SA,1674818695
508,caibarien,22.5206,-79.4669,291.77,18.620000000000005,80,64,3.78,CU,1674818829
509,uruguaiana,-29.7547,-57.0883,300.45,27.30000000000001,58,0,4.03,BR,1674818830
510,nampula,-15.1165,39.2666,303.12,29.970000000000027,58,75,4.12,MZ,1674818830
511,izumo,35.3667,132.7667,276.12,2.9700000000000273,75,75,11.83,JP,1674818640
512,sairang,23.8,92.6667,297.37,24.220000000000027,44,68,0.74,IN,1674818831
513,upata,8.0086,-62.3989,293.26,20.110000000000014,94,67,1.58,VE,1674818831
514,norsup,-16.0667,167.3833,300.84,27.689999999999998,80,10,3.27,VU,1674818831
515,bulgan,48.8125,103.5347,255.33,-17.819999999999965,86,3,2.42,MN,1674818832
516,egvekinot,66.3167,-179.1667,248.99,-24.159999999999968,98,100,4.71,RU,1674818832
517,mpanda,-6.3655,31.0409,301.25,28.100000000000023,52,50,1.8,TZ,1674818832
518,venice,27.0998,-82.4543,284.25,11.100000000000023,80,0,5.14,US,1674818833
519,hilton head island,32.2163,-80.7526,277.58,4.430000000000007,85,0,0.0,US,1674818834
520,taraclia,45.9,28.6689,277.64,4.490000000000009,71,100,8.1,MD,1674818834
521,rayon,19.1444,-99.5836,281.35,8.200000000000045,86,5,0.19,MX,1674818834
522,yar-sale,66.8333,70.8333,267.06,-6.089999999999975,87,72,7.68,RU,1674818835
523,tuatapere,-46.1333,167.6833,281.8,8.650000000000034,80,2,0.4,NZ,1674818836
524,sorbhog,26.5,90.8667,298.85,25.700000000000045,41,85,1.83,IN,1674818836
525,roros,62.5747,11.3842,267.06,-6.089999999999975,79,75,0.0,NO,1674818837
526,hagersville,42.9668,-80.0497,271.21,-1.9399999999999977,92,100,6.14,CA,1674818837
527,kushima,31.4583,131.2333,275.84,2.6899999999999977,64,38,5.79,JP,1674818837
528,miandrivazo,-19.5167,45.4667,300.67,27.52000000000004,76,100,6.14,MG,1674818838
529,ciudad bolivar,8.1222,-63.5497,294.38,21.230000000000018,87,16,3.45,VE,1674818838
530,raga,8.4596,25.678,309.61,36.460000000000036,8,43,3.77,SS,1674818838
531,alugan,12.2188,125.4808,299.04,25.890000000000043,88,95,5.31,PH,1674818839
532,srandakan,-7.9386,110.2506,299.13,25.980000000000018,86,100,1.74,ID,1674818839
533,berdigestyakh,62.0989,126.6992,227.12,-46.02999999999997,100,50,0.65,RU,1674818839
534,sol-iletsk,51.1631,54.9918,264.17,-8.979999999999961,87,40,3.43,RU,1674818840
535,thunder bay,48.4001,-89.3168,266.14,-7.009999999999991,73,100,2.57,CA,1674818840
536,galitsy,56.1776,42.8459,271.02,-2.1299999999999955,94,100,4.78,RU,1674818841
537,zeya,53.75,127.2667,238.14,-35.00999999999999,97,16,1.96,RU,1674818841
538,inuvik,68.3499,-133.7218,242.63,-30.519999999999982,76,75,3.09,CA,1674818842
539,nago,26.5881,127.9761,286.18,13.03000000000003,69,100,12.56,JP,1674818842
540,kabalo,-6.05,26.9167,304.13,30.980000000000018,55,77,0.29,CD,1674818842
541,nizhniy kuranakh,58.8353,125.4869,230.7,-42.44999999999999,100,28,1.21,RU,1674818842
542,rorvik,64.8621,11.2373,277.21,4.060000000000002,93,75,12.86,NO,1674818843
543,kyrksaeterora,63.2906,9.0891,274.21,1.0600000000000023,71,100,2.97,NO,1674818843
544,kaeo,-35.1,173.7833,294.44,21.29000000000002,97,70,4.34,NZ,1674818844
545,taunggyi,20.7833,97.0333,293.19,20.04000000000002,31,1,1.12,MM,1674818844
546,aripuana,-9.1667,-60.6333,295.29,22.140000000000043,93,100,0.17,BR,1674818844
547,yeppoon,-23.1333,150.7333,297.03,23.879999999999995,87,89,5.75,AU,1674818844
548,kochubey,44.3861,46.5825,277.27,4.1200000000000045,60,7,7.08,RU,1674818845
549,saint-pierre,-21.3393,55.4781,301.97,28.82000000000005,74,100,8.23,RE,1674818845
550,bucerias,20.75,-105.3333,292.58,19.430000000000007,88,61,1.9,MX,1674818846
551,dingle,10.9995,122.6711,297.87,24.720000000000027,93,41,3.29,PH,1674818846
552,qianan,44.9932,124.0581,257.15,-16.0,40,13,3.03,CN,1674818847
553,cavalcante,-13.7975,-47.4583,294.48,21.33000000000004,82,99,1.33,BR,1674818847
554,urbano santos,-3.2078,-43.4036,296.96,23.810000000000002,93,98,2.06,BR,1674818847
555,willowmore,-33.2926,23.4895,304.86,31.710000000000036,28,1,3.05,ZA,1674818848
556,cayenne,4.9333,-52.3333,294.17,21.02000000000004,100,20,0.0,GF,1674818849
557,ca mau,9.1769,105.15,299.09,25.939999999999998,71,100,2.43,VN,1674818841
558,riyadh,24.6877,46.7219,290.23,17.08000000000004,42,4,3.31,SA,1674818850
559,soria,41.6667,-2.6667,275.99,2.840000000000032,66,72,6.14,ES,1674818850
560,beruwala,6.4788,79.9828,298.54,25.390000000000043,78,88,2.4,LK,1674818850
561,marzuq,14.4,46.4667,298.36,25.210000000000036,35,11,3.05,YE,1674818851
562,conde,-7.2597,-34.9075,300.85,27.700000000000045,74,40,3.6,BR,1674818851
563,khandagayty,50.7333,92.05,247.75,-25.399999999999977,99,100,1.78,RU,1674818852
564,manama,26.2154,50.5832,294.25,21.100000000000023,43,20,8.75,BH,1674818852
565,sosnovo,60.5514,30.2144,269.69,-3.4599999999999795,78,7,1.38,RU,1674818852
566,bambanglipuro,-7.95,110.2833,299.03,25.879999999999995,86,100,1.72,ID,1674818852
567,mapiripan,2.8892,-72.1256,294.06,20.910000000000025,72,54,2.0,CO,1674818853
568,zonguldak,41.25,31.8333,285.62,12.470000000000027,37,100,5.98,TR,1674818853
569,henties bay,-22.116,14.2845,293.6,20.450000000000045,75,64,3.89,,1674818854
570,fomboni,-12.28,43.7425,301.41,28.260000000000048,77,35,4.9,KM,1674818854
571,alindao,5.0267,21.2088,311.42,38.27000000000004,19,77,0.85,CF,1674818854
572,srednekolymsk,67.45,153.6833,232.73,-40.41999999999999,99,45,2.79,RU,1674818855
573,miles city,46.4083,-105.8406,274.69,1.5400000000000205,80,75,5.14,US,1674818855
574,tilichiki,60.4667,166.1,249.97,-23.17999999999998,93,98,3.91,RU,1674818855
575,bull savanna,17.8868,-77.5902,293.37,20.220000000000027,78,36,2.21,JM,1674818855
576,olga,43.7444,135.2892,255.49,-17.659999999999968,68,5,4.61,RU,1674818856
577,akdepe,42.0551,59.3788,277.2,4.050000000000011,32,72,2.41,TM,1674818856
578,port-gentil,-0.7193,8.7815,302.13,28.980000000000018,79,40,4.12,GA,1674818856
